城市,面积,房龄,楼层,总楼层,距离CBD距离,距离地铁距离,周边学校数量,周边医院数量,人均GDP,人口密度,房屋类型,装修情况,单价,总价
汕尾,72.3,11.5,2,34,38.99,0.53,2,0,73922,662,住宅,毛坯,3000,217013
深圳,132.8,1.7,23,24,19.61,0.02,2,0,86089,1027,住宅,豪装,66226,8792622
佛山,111.8,1.7,19,23,12.5,0.1,3,3,75397,861,住宅,毛坯,21051,2354563
惠州,84.1,7.4,23,32,31.74,0.58,0,1,70983,404,公寓,毛坯,4624,388841
韶关,73.5,6.4,14,16,10.73,0.12,3,2,67692,312,住宅,豪装,7458,547847
中山,105.7,7.0,18,31,16.28,2.71,3,0,75409,882,住宅,简装,16080,1699081
云浮,54.4,9.3,4,14,9.08,4.17,6,2,90661,581,住宅,精装,5399,293925
茂名,185.9,2.6,12,32,2.77,2.74,3,1,65882,727,住宅,精装,11500,2138087
汕头,107.9,4.6,24,32,23.15,0.35,2,2,31060,280,住宅,精装,4019,433825
江门,103.6,2.2,19,21,0.32,1.89,0,2,106505,841,住宅,精装,17162,1778125
韶关,70.9,15.1,15,34,37.98,0.16,3,3,83300,588,住宅,简装,3000,212615
深圳,56.7,4.8,14,22,11.38,3.43,4,1,79330,1002,公寓,精装,50848,2884309
东莞,118.5,25.5,3,19,12.37,1.07,1,3,88963,507,住宅,豪装,17490,2073029
佛山,143.7,0.5,23,33,16.82,0.29,1,7,79596,1168,住宅,毛坯,20790,2988056
韶关,131.5,13.6,8,12,22.1,3.26,1,1,58924,839,住宅,精装,4203,552607
梅州,85.8,8.2,14,33,11.15,0.94,2,2,47483,1318,公寓,简装,6032,517553
云浮,81.2,3.5,15,31,15.4,2.85,5,5,45870,972,住宅,毛坯,5082,412837
茂名,94.4,1.9,4,22,10.65,1.76,5,0,33691,783,住宅,简装,5719,540082
云浮,128.9,0.0,15,34,3.96,4.98,1,2,52149,1072,住宅,简装,6298,812140
韶关,151.8,27.4,4,6,8.96,3.76,2,2,45899,647,住宅,豪装,4054,615387
肇庆,85.1,19.6,11,32,16.53,6.8,3,5,100840,1308,住宅,毛坯,5042,429090
深圳,156.0,0.7,15,20,40.07,4.54,3,0,58567,1555,住宅,毛坯,13079,2040122
梅州,77.2,6.2,8,10,4.85,4.07,3,2,57098,1188,住宅,简装,6674,515031
汕尾,40.0,13.3,17,29,8.89,5.45,2,3,37977,984,别墅,精装,6962,278485
云浮,105.6,23.4,28,28,29.91,3.48,3,2,87160,1093,住宅,豪装,3000,316811
湛江,74.4,0.1,25,29,7.88,2.22,2,2,112449,1050,公寓,简装,9235,687133
茂名,136.0,2.1,20,25,19.57,2.07,3,2,66342,1039,住宅,简装,7035,956502
汕尾,139.7,5.5,4,8,14.73,3.63,2,2,66575,782,住宅,精装,7061,986567
东莞,102.7,4.7,5,7,3.7,1.17,6,1,81808,474,住宅,精装,28872,2964752
云浮,116.4,4.1,9,12,6.76,1.05,7,3,42837,495,住宅,毛坯,4489,522781
河源,99.2,14.7,27,33,34.79,1.41,1,1,94063,687,住宅,简装,3000,297740
深圳,118.3,15.7,18,23,31.27,0.83,2,2,58335,500,住宅,精装,23600,2791322
惠州,62.5,14.5,15,33,4.0,7.38,2,1,95462,224,公寓,毛坯,5827,363960
广州,79.1,4.7,10,20,93.34,4.33,1,1,99671,683,住宅,毛坯,3000,237181
潮州,168.8,10.6,14,25,3.15,5.86,4,3,92462,952,住宅,精装,8231,1389162
云浮,93.5,0.6,26,31,13.26,0.74,4,3,87060,1082,公寓,简装,5688,531796
汕头,63.5,5.1,10,26,2.59,5.9,3,0,85384,1056,住宅,精装,10515,667742
潮州,72.5,4.4,8,22,4.58,0.93,5,4,71763,1090,住宅,精装,9773,708974
云浮,69.9,7.3,3,18,25.35,1.13,2,3,72955,749,住宅,精装,3544,247702
惠州,174.4,10.9,13,27,31.59,0.25,2,2,93396,1101,住宅,简装,9881,1723825
肇庆,96.6,3.4,26,27,4.18,0.21,2,0,99842,1002,住宅,简装,11840,1143168
惠州,120.9,29.2,3,8,0.6,0.07,8,3,66961,628,住宅,简装,18176,2197708
汕头,52.8,16.7,25,29,3.82,0.08,4,3,73628,804,公寓,毛坯,7052,372233
东莞,133.3,8.5,14,14,6.61,0.61,3,1,63694,757,住宅,简装,24703,3292636
湛江,137.7,5.0,2,9,35.61,3.92,4,1,100821,464,住宅,精装,3281,451824
肇庆,90.9,1.8,17,24,31.08,1.93,3,3,75874,726,住宅,精装,5001,454721
珠海,112.8,4.5,18,20,11.39,0.94,2,1,79616,653,住宅,毛坯,20504,2312028
深圳,73.4,9.4,11,18,20.14,2.77,2,1,81413,938,住宅,豪装,48588,3566188
阳江,93.6,0.5,3,5,1.23,0.39,2,1,62392,770,别墅,毛坯,11999,1122651
佛山,102.8,3.0,22,26,3.35,1.23,4,2,71709,1259,住宅,精装,32666,3359529
广州,136.1,13.2,10,21,0.03,2.02,4,1,66109,985,住宅,简装,48792,6638577
汕头,134.9,7.3,27,34,15.1,1.12,0,4,109510,633,住宅,精装,9770,1317852
阳江,136.9,7.6,29,29,36.52,1.2,1,2,89418,354,住宅,精装,3000,410717
揭阳,72.6,6.9,18,19,41.04,0.82,3,1,103224,850,别墅,精装,3000,217870
潮州,160.8,3.9,18,31,15.13,5.4,6,0,131225,829,公寓,精装,6293,1011664
珠海,146.7,4.5,15,32,49.2,1.13,2,2,91578,1506,住宅,精装,3000,440043
揭阳,97.5,6.4,25,34,19.37,0.57,4,5,64395,943,住宅,简装,4584,446772
惠州,60.3,1.7,18,22,3.22,0.65,2,2,73027,758,住宅,简装,19880,1198984
东莞,61.3,21.1,3,28,32.16,1.04,2,4,68717,703,公寓,精装,6964,427056
汕尾,40.0,15.2,30,31,8.69,0.05,4,2,99957,419,住宅,毛坯,3978,159136
惠州,71.6,4.2,26,27,14.48,1.41,4,4,100544,355,住宅,精装,15530,1111655
深圳,78.8,8.9,26,33,7.23,0.86,2,3,110303,1205,公寓,精装,68087,5368344
江门,100.2,2.2,12,31,3.27,2.99,4,3,71033,700,住宅,简装,17681,1771810
深圳,118.6,1.5,4,14,24.08,0.34,3,5,115950,686,住宅,精装,55940,6633668
云浮,96.9,14.7,5,5,0.69,2.5,4,3,72494,1287,公寓,精装,6052,586457
江门,124.9,0.9,19,31,8.66,1.77,3,1,105135,1333,公寓,毛坯,13534,1691102
江门,108.6,30.0,24,29,18.89,0.43,2,0,104935,757,别墅,简装,9708,1054340
肇庆,79.2,4.8,28,28,3.2,0.21,1,6,87449,639,住宅,精装,15168,1202011
东莞,87.6,12.6,14,21,5.31,3.2,2,1,65234,399,住宅,精装,21150,1853736
广州,121.0,3.3,30,31,7.34,2.41,1,4,108603,1309,公寓,精装,52232,6321590
惠州,118.1,2.1,19,19,6.73,3.92,3,2,76264,972,住宅,豪装,18002,2125633
肇庆,137.5,2.0,14,31,52.39,2.74,2,7,100021,1154,住宅,精装,3000,412431
茂名,96.9,24.2,29,34,17.24,0.47,0,2,75253,765,住宅,毛坯,4171,404374
湛江,83.0,8.0,3,18,21.69,0.91,3,4,48482,396,住宅,毛坯,4459,369942
珠海,85.3,14.4,20,29,2.29,3.15,3,3,53747,464,住宅,精装,23302,1988497
珠海,130.2,7.5,13,33,7.24,6.29,1,2,91315,852,公寓,毛坯,19416,2528404
中山,120.3,18.1,21,27,3.23,2.64,3,3,91061,766,住宅,精装,21437,2578705
佛山,114.3,8.4,3,11,11.37,1.97,3,2,80559,641,公寓,毛坯,15800,1805813
梅州,94.2,1.7,29,31,0.16,1.06,2,2,66149,1173,公寓,毛坯,6740,634773
梅州,79.9,7.2,14,27,27.87,2.52,2,1,64855,921,住宅,毛坯,3000,239838
潮州,94.2,0.8,22,23,13.15,7.73,5,2,83373,956,住宅,简装,3407,321000
韶关,77.7,9.3,7,13,20.08,0.84,3,2,30000,955,住宅,精装,4791,372406
深圳,77.4,9.2,2,9,12.55,3.54,6,5,73510,380,住宅,豪装,53162,4116951
梅州,72.6,27.7,5,7,14.16,1.0,3,2,78561,1317,别墅,毛坯,5428,394315
潮州,40.0,2.2,17,26,5.01,3.04,4,3,115752,752,住宅,精装,8792,351680
佛山,78.4,6.3,16,22,24.77,1.05,3,3,61489,1003,公寓,精装,13449,1054312
梅州,110.4,1.5,15,19,22.07,1.69,2,2,70873,973,住宅,精装,4713,520558
东莞,41.3,2.5,29,31,1.39,0.31,3,3,33907,1203,住宅,精装,23689,978911
东莞,87.0,6.5,27,34,12.98,0.52,2,4,44535,312,住宅,简装,11455,996280
茂名,79.7,3.4,20,25,17.27,0.16,2,0,100823,730,住宅,简装,5947,474063
东莞,55.2,3.7,4,31,12.04,6.12,5,0,104292,498,公寓,毛坯,15130,834824
阳江,85.0,2.7,16,29,0.79,0.86,3,2,85621,835,住宅,简装,8377,711931
梅州,85.2,3.5,1,23,2.56,0.09,4,0,72125,303,住宅,豪装,8189,698082
清远,52.4,4.4,25,34,18.09,1.87,0,1,91400,1058,公寓,精装,4398,230378
潮州,122.1,0.5,18,28,2.04,0.15,7,0,73915,240,住宅,精装,9893,1208001
肇庆,105.2,11.3,25,33,7.25,0.62,4,0,48961,836,别墅,简装,12226,1286020
云浮,92.3,3.8,27,33,55.22,1.86,2,3,41488,575,住宅,简装,3000,277043
东莞,98.1,5.6,24,28,12.43,1.31,4,3,65755,1621,住宅,简装,22536,2210789
佛山,81.5,1.7,11,12,3.29,0.4,7,0,75225,409,住宅,精装,22759,1854847
清远,63.8,22.1,8,17,23.38,0.91,3,0,125864,1132,住宅,简装,4433,282930
韶关,84.7,15.0,11,31,0.79,0.25,4,2,85083,837,住宅,豪装,9764,827174
肇庆,117.5,0.5,29,31,41.93,0.75,2,2,70446,291,住宅,豪装,3000,352468
中山,96.6,2.2,13,18,46.22,0.45,4,7,103269,1510,住宅,精装,3000,289713
梅州,86.1,1.9,14,26,3.5,1.38,5,0,96096,941,住宅,精装,9920,853767
阳江,82.0,3.4,5,29,0.81,2.8,0,2,125169,1068,公寓,精装,9461,775924
江门,125.6,20.3,12,32,5.0,0.21,4,1,81193,757,公寓,毛坯,11859,1490123
汕尾,137.4,15.7,11,23,3.72,5.99,1,4,112884,847,住宅,豪装,8566,1177088
阳江,67.9,9.1,21,21,1.82,2.54,4,1,115180,765,住宅,精装,7908,537204
茂名,148.0,14.8,23,34,10.14,15.97,3,1,75056,271,住宅,豪装,3000,443900
清远,74.0,6.3,27,27,20.76,2.57,1,1,67014,993,住宅,毛坯,3985,294924
湛江,87.5,8.8,18,26,5.82,1.35,7,3,33719,740,公寓,精装,6526,570848
东莞,135.6,1.1,13,30,22.73,2.22,4,1,109493,1093,公寓,简装,15356,2082545
云浮,62.4,3.5,25,32,11.84,0.58,2,1,88007,983,别墅,精装,9983,622615
湛江,74.4,16.4,16,23,15.35,0.75,2,3,61548,650,住宅,精装,5876,437435
河源,75.8,0.1,12,12,26.41,1.0,5,2,66179,696,住宅,毛坯,3396,257305
阳江,51.1,1.4,6,21,17.81,0.56,3,3,97678,669,住宅,毛坯,5501,280927
云浮,108.2,0.2,8,13,0.64,2.74,3,4,65187,660,公寓,简装,7108,769392
湛江,124.9,1.9,3,32,5.46,2.27,4,0,56420,222,住宅,简装,7626,952162
江门,62.6,13.0,16,26,21.21,3.19,3,4,111302,854,住宅,精装,10132,633960
潮州,91.4,17.0,13,16,8.03,1.04,4,2,70038,972,住宅,精装,6565,600128
清远,110.1,4.2,10,18,11.03,0.07,2,2,67821,1294,住宅,豪装,11801,1299595
肇庆,83.3,30.0,6,33,5.06,2.29,6,0,91515,1290,公寓,豪装,10221,851167
中山,89.7,18.1,10,33,1.81,4.29,4,4,95576,671,住宅,精装,16974,1522999
中山,100.5,30.0,13,34,10.15,1.33,2,3,87401,316,住宅,精装,11854,1191497
揭阳,115.1,1.8,28,32,12.71,0.44,3,2,73323,268,住宅,简装,4065,468022
湛江,88.9,1.0,17,28,3.65,0.31,2,1,79324,600,住宅,毛坯,10372,922375
珠海,96.8,1.2,6,12,15.49,5.09,3,1,81863,1147,住宅,精装,27223,2634562
中山,75.0,10.5,6,16,29.62,0.06,2,0,50110,269,住宅,简装,7156,536906
茂名,41.8,16.6,17,31,31.23,1.04,2,2,75928,1345,住宅,简装,3000,125532
湛江,110.8,30.0,19,24,28.24,4.11,7,4,90995,889,住宅,精装,3000,332295
东莞,50.0,0.1,1,7,8.03,1.91,1,1,86431,665,住宅,毛坯,19107,955494
河源,87.4,23.5,18,28,1.49,0.18,3,3,69243,582,公寓,简装,5579,487398
珠海,93.5,13.4,29,32,0.44,1.61,3,3,61411,220,住宅,精装,22103,2067411
梅州,114.7,4.6,24,30,2.53,2.23,0,2,73530,1042,别墅,精装,12816,1469903
汕尾,46.6,3.9,1,6,17.53,0.75,3,3,84802,100,公寓,精装,3890,181233
深圳,120.1,1.6,15,22,4.29,0.71,4,1,68700,485,住宅,精装,77591,9321435
珠海,95.4,30.0,27,32,21.11,2.59,0,3,34212,483,住宅,简装,7527,718375
佛山,74.0,1.4,3,15,7.01,4.5,2,1,74876,626,别墅,精装,27568,2040235
惠州,82.3,1.5,19,23,23.93,1.37,3,2,66550,1110,住宅,精装,12853,1057435
肇庆,88.2,7.5,12,28,1.52,3.21,5,1,67382,903,住宅,毛坯,11457,1010530
梅州,106.9,3.6,15,27,6.21,0.19,3,2,104249,702,住宅,简装,9318,995841
湛江,63.0,0.2,25,29,0.25,3.48,3,3,96987,423,公寓,简装,6788,427508
阳江,111.8,13.1,26,34,11.22,2.38,3,4,69099,1011,住宅,精装,6222,695735
东莞,108.1,6.4,29,32,10.23,2.39,0,2,67957,554,住宅,简装,19107,2065902
汕头,110.3,1.2,17,28,1.04,2.84,4,1,84177,1274,住宅,毛坯,11499,1267895
汕尾,92.2,6.2,10,34,25.17,0.3,4,1,46860,1139,住宅,简装,4310,397203
中山,160.5,0.1,15,23,24.62,0.07,2,5,112884,597,住宅,简装,18810,3019097
广州,71.8,13.4,20,29,5.6,1.13,0,2,57301,314,住宅,简装,31370,2252351
清远,119.6,5.2,24,26,24.28,0.95,3,0,69955,297,住宅,毛坯,3786,452750
汕尾,62.8,14.6,7,24,1.15,3.62,2,2,80090,748,公寓,精装,6486,407644
茂名,87.3,13.5,19,34,0.95,5.31,2,3,99915,1024,住宅,精装,8449,737202
梅州,78.1,10.3,13,32,6.91,1.06,1,4,82136,865,住宅,简装,7367,575300
深圳,81.4,12.1,20,32,48.75,2.65,4,0,81842,621,住宅,简装,3000,244119
珠海,114.2,5.2,20,23,21.76,0.99,3,0,78348,1249,住宅,简装,18540,2116597
茂名,104.0,17.8,23,29,10.62,2.29,3,4,86418,1149,公寓,精装,6123,636911
深圳,81.3,2.3,12,29,4.33,2.29,4,1,74374,1355,住宅,简装,62790,5107505
汕尾,77.9,8.5,24,30,0.88,1.55,2,0,37786,990,住宅,简装,5353,417061
汕尾,41.2,2.9,16,33,7.24,0.04,0,2,51665,733,住宅,精装,7752,319212
中山,112.9,5.2,27,34,10.69,5.73,2,3,80664,1019,公寓,精装,11869,1340090
珠海,90.5,10.8,23,24,0.89,0.27,2,2,94545,443,住宅,简装,28284,2559878
湛江,99.6,12.7,19,19,7.34,3.39,1,4,68545,347,公寓,精装,4868,484963
河源,79.8,2.3,5,9,5.84,1.55,3,1,74515,801,住宅,简装,7915,631421
揭阳,86.3,3.2,18,22,36.98,1.75,1,5,118659,436,住宅,简装,3000,258900
东莞,93.6,19.4,29,31,4.78,1.7,5,1,97134,902,住宅,豪装,29380,2751292
云浮,70.4,5.8,10,11,8.89,2.01,3,3,64205,456,住宅,简装,4201,295930
梅州,125.0,4.0,12,19,19.13,0.7,3,0,94895,880,公寓,豪装,7829,978691
清远,117.6,0.3,19,20,1.78,1.06,2,1,49863,446,住宅,豪装,10647,1252554
梅州,104.9,4.1,27,31,30.31,0.83,3,1,50520,718,住宅,简装,3000,314578
阳江,141.4,24.5,5,6,2.97,5.48,3,3,66015,987,住宅,精装,5834,824920
茂名,111.2,7.3,1,9,1.28,2.22,3,1,115303,562,住宅,豪装,10780,1199191
湛江,118.6,30.0,29,32,5.55,2.24,3,2,70607,1118,住宅,简装,4394,521039
揭阳,40.0,2.8,26,34,1.76,0.55,1,0,91322,752,公寓,精装,8502,340093
佛山,95.4,0.8,21,34,16.99,1.97,5,4,105654,1042,公寓,简装,20654,1971200
广州,135.4,4.0,23,31,1.75,2.04,3,1,44354,832,住宅,毛坯,48868,6617694
东莞,73.5,0.7,17,27,4.94,1.12,2,5,108594,851,住宅,精装,28453,2091496
珠海,40.0,5.5,30,31,11.69,4.38,5,1,55285,539,住宅,精装,18595,743800
汕尾,135.3,2.5,20,26,4.34,1.91,4,2,73396,881,公寓,精装,10026,1356249
河源,143.2,19.1,9,28,14.78,1.05,2,2,95905,285,住宅,简装,5093,729115
中山,130.0,5.7,17,34,1.76,1.46,3,2,60319,544,住宅,简装,18303,2379815
汕头,84.3,3.2,15,22,10.29,2.65,3,3,82637,1352,住宅,简装,9843,829999
中山,100.0,16.2,12,34,10.15,0.45,3,2,65350,1076,住宅,豪装,23684,2368624
佛山,124.0,7.6,4,21,27.41,0.96,2,0,107623,369,住宅,精装,13818,1713754
清远,133.3,6.3,15,17,6.11,0.7,0,4,60480,1160,公寓,精装,8231,1096909
广州,105.9,15.9,20,22,3.91,1.56,3,2,107818,1450,公寓,精装,43855,4642331
云浮,101.1,16.0,5,13,8.45,3.71,3,2,95954,1337,住宅,精装,7230,731031
河源,72.4,11.3,3,15,5.87,1.74,5,3,30000,519,住宅,简装,5321,385508
阳江,82.4,2.8,8,31,6.04,2.05,2,1,57486,1025,住宅,简装,7282,600189
江门,127.2,13.0,4,27,17.92,0.6,3,0,86791,672,住宅,豪装,12934,1645338
阳江,66.3,8.1,22,28,6.67,1.44,4,3,69285,1066,住宅,简装,8236,546120
东莞,104.9,1.5,8,11,20.29,4.36,2,3,94406,889,住宅,毛坯,15423,1617736
汕头,87.1,12.2,1,13,1.51,1.68,5,3,82085,774,住宅,毛坯,7997,696479
梅州,59.9,0.2,5,30,5.58,0.77,5,2,93559,100,住宅,豪装,6768,405434
佛山,118.5,5.8,20,20,18.6,1.84,6,4,68032,793,公寓,简装,12805,1517272
佛山,87.2,30.0,9,21,1.45,1.12,2,3,109638,608,住宅,简装,17875,1558614
惠州,74.5,1.5,7,17,45.67,0.99,2,3,74759,481,公寓,简装,3000,223383
韶关,87.8,7.3,21,32,0.62,3.44,1,2,102880,1400,住宅,简装,10060,883194
湛江,54.0,5.1,9,15,28.0,0.97,1,3,79166,973,住宅,毛坯,4710,254188
河源,40.0,9.5,28,33,28.44,0.43,2,2,73482,683,公寓,毛坯,3000,120000
惠州,85.7,6.6,9,32,39.0,2.94,5,6,101373,724,住宅,简装,4487,384375
汕尾,119.8,8.8,17,22,5.92,2.18,3,3,91373,1170,住宅,毛坯,7554,905050
深圳,131.3,0.4,17,22,11.0,1.17,2,1,86494,756,住宅,豪装,58004,7614692
湛江,105.4,4.3,27,27,8.92,4.03,3,2,82629,1163,住宅,精装,9973,1051527
揭阳,124.4,6.8,19,27,10.93,3.08,4,3,78556,740,住宅,精装,6299,783646
汕头,49.6,3.7,28,30,6.15,7.74,3,4,66539,944,公寓,简装,6224,308654
肇庆,77.3,18.5,11,33,3.53,0.53,4,2,59326,289,住宅,豪装,9266,716586
揭阳,88.6,3.5,29,32,3.51,1.79,7,1,85403,576,公寓,精装,7568,670586
云浮,106.8,0.2,29,33,19.78,0.95,3,0,97621,720,住宅,毛坯,4675,499164
潮州,102.4,20.6,24,28,3.06,0.74,6,3,87925,1117,住宅,简装,7444,762187
汕尾,73.4,5.4,24,33,3.65,0.71,3,3,86216,1207,公寓,精装,9084,666470
河源,91.1,0.6,9,9,0.98,0.41,3,3,68667,1166,住宅,精装,8585,781972
茂名,135.7,4.7,29,29,16.63,0.5,2,4,85416,592,住宅,精装,7503,1018564
惠州,84.2,23.1,14,24,22.84,4.0,2,2,68839,588,住宅,简装,6160,518894
深圳,104.2,6.6,21,28,15.75,2.81,11,1,96181,575,住宅,精装,59835,6236962
江门,114.4,8.7,13,13,13.08,3.59,3,2,83075,494,住宅,简装,9157,1047234
东莞,160.1,25.2,29,29,1.12,0.91,0,1,92353,629,住宅,简装,20374,3262038
珠海,128.7,1.0,21,32,6.94,2.28,3,1,96723,403,住宅,精装,32889,4233052
韶关,40.0,0.7,28,28,0.09,1.22,2,2,77444,690,住宅,精装,9117,364705
佛山,100.3,2.0,15,20,22.32,0.28,3,2,95992,1016,住宅,精装,18938,1900105
佛山,86.2,0.2,24,29,23.49,0.35,5,2,83130,641,公寓,豪装,16513,1423215
阳江,91.9,0.2,2,33,8.84,2.24,5,0,66350,470,住宅,简装,7502,689149
东莞,158.6,10.4,10,22,16.7,3.25,2,2,78142,554,住宅,简装,15231,2416061
江门,84.4,1.1,3,21,32.11,2.24,6,6,69642,696,住宅,简装,5431,458602
珠海,70.0,13.8,11,25,9.35,0.78,4,3,61368,641,住宅,简装,23872,1670419
揭阳,50.9,8.4,14,15,23.65,1.34,2,2,77196,684,别墅,毛坯,4915,250205
东莞,120.4,23.3,4,20,2.33,2.58,0,3,81384,1047,住宅,精装,22721,2735909
茂名,63.5,2.4,27,29,4.93,1.56,4,0,68971,851,住宅,毛坯,6921,439693
珠海,115.9,7.7,5,22,4.98,1.78,2,1,80876,1125,住宅,精装,32914,3816384
中山,98.9,2.2,26,26,0.84,2.34,3,4,122996,515,公寓,精装,18418,1822047
中山,57.2,5.5,12,24,7.13,3.63,6,3,85154,1014,住宅,毛坯,18170,1038832
东莞,87.3,9.0,26,31,27.52,0.93,0,4,40852,615,别墅,精装,16474,1438518
珠海,101.4,3.0,17,26,20.05,0.65,6,2,80893,790,公寓,精装,21890,2219873
珠海,122.3,1.5,2,33,13.96,0.33,5,1,91155,247,公寓,简装,23150,2830538
韶关,94.1,0.5,28,33,15.48,0.7,1,0,76414,1394,住宅,毛坯,6589,619786
汕尾,118.2,3.8,7,32,3.03,0.32,1,4,119999,513,住宅,精装,10420,1231639
阳江,118.9,2.4,1,32,12.5,1.67,2,2,90959,802,住宅,简装,7317,870243
江门,99.6,4.3,20,22,17.6,2.07,3,2,73116,1048,住宅,精装,12020,1197253
汕头,101.7,7.6,1,33,12.18,0.9,0,3,78252,1219,住宅,简装,9165,931791
河源,74.7,22.5,29,33,11.41,0.04,6,2,49126,855,别墅,精装,5797,432787
佛山,107.8,9.6,15,23,5.45,2.02,2,3,125380,960,住宅,精装,27587,2974337
深圳,62.4,6.7,3,23,27.28,1.2,2,1,98999,1187,住宅,简装,41112,2565699
惠州,40.5,4.3,24,27,4.85,0.31,2,2,93919,995,公寓,简装,17077,692233
江门,135.3,2.8,21,25,4.47,0.98,1,2,66897,1326,住宅,毛坯,15438,2089578
珠海,59.6,21.8,11,13,5.08,2.44,1,2,69980,540,住宅,精装,17323,1031968
江门,111.4,8.3,10,33,0.9,0.37,3,1,96549,748,住宅,精装,21012,2341764
珠海,65.0,3.1,13,21,20.68,0.7,1,1,63630,546,住宅,精装,17883,1163117
深圳,108.6,2.3,29,33,26.47,4.63,4,5,66827,1176,住宅,精装,36786,3993314
梅州,136.8,12.0,27,29,6.62,1.57,2,3,45154,1281,住宅,毛坯,5575,762608
茂名,77.7,16.6,7,8,6.68,2.58,2,1,117595,569,住宅,精装,6557,509305
江门,92.1,4.3,11,30,51.11,1.85,5,2,64114,547,公寓,精装,3000,276391
阳江,151.2,9.6,3,25,8.56,0.41,4,1,91755,658,住宅,精装,9271,1401780
肇庆,106.2,20.8,2,27,21.54,0.4,2,1,106700,1268,公寓,精装,6780,720111
佛山,142.6,2.7,29,30,16.9,2.09,4,3,68488,724,公寓,精装,14471,2064034
惠州,133.6,1.1,26,33,6.56,2.45,2,1,57616,1073,住宅,精装,22557,3013734
深圳,100.7,9.5,5,33,1.93,0.36,4,2,85043,117,别墅,精装,87000,8763925
阳江,56.8,6.5,21,28,15.17,5.54,3,1,81075,1361,公寓,毛坯,4023,228546
韶关,56.9,0.9,6,31,5.34,2.01,3,2,60814,704,住宅,豪装,8670,493462
肇庆,79.7,6.9,16,33,20.0,1.68,3,4,105022,252,公寓,简装,5671,452028
佛山,54.3,5.9,29,29,23.94,3.28,1,4,77464,933,住宅,豪装,13174,715000
清远,130.2,1.1,8,9,10.92,0.47,3,1,84515,480,住宅,毛坯,9423,1227324
中山,54.8,7.0,30,33,9.93,1.09,5,6,77558,550,住宅,简装,14187,777693
韶关,71.3,7.2,18,28,29.46,2.65,6,2,94577,702,住宅,精装,4006,285594
佛山,88.6,2.0,28,32,2.17,4.46,2,1,94865,876,住宅,精装,23573,2088358
清远,129.1,5.2,7,22,14.38,4.56,6,2,96680,810,别墅,简装,12189,1574014
汕尾,43.6,18.3,28,30,25.28,0.17,2,1,84878,755,住宅,简装,4001,174351
佛山,83.0,4.4,2,28,1.56,1.47,5,2,80067,616,别墅,简装,34706,2880455
汕尾,53.3,8.5,23,26,23.08,0.23,3,2,97504,846,住宅,简装,4359,232500
东莞,40.0,1.2,29,34,9.69,1.94,0,2,102549,567,公寓,毛坯,19505,780225
中山,148.8,14.7,10,23,2.78,0.69,3,1,90268,470,公寓,精装,18614,2769034
肇庆,41.4,3.1,27,30,14.23,1.35,1,0,96441,544,别墅,简装,14135,584911
汕尾,78.1,8.4,2,29,4.06,0.3,3,1,86763,945,公寓,毛坯,7087,553806
潮州,69.7,23.8,17,23,16.62,3.69,1,0,71521,1062,公寓,毛坯,3000,209231
珠海,82.7,12.1,11,34,13.44,0.2,2,2,53557,1339,公寓,简装,24784,2048765
肇庆,86.2,12.5,13,33,25.44,0.62,0,2,80196,787,住宅,简装,5990,516373
深圳,60.6,4.5,25,26,0.96,1.02,2,2,81231,524,住宅,简装,59181,3587848
肇庆,127.9,0.8,19,28,1.86,2.97,2,1,66966,945,住宅,毛坯,11071,1416657
汕尾,63.4,1.9,5,33,10.73,0.82,2,0,77338,755,公寓,简装,6526,413744
汕尾,40.0,9.5,1,28,3.31,1.03,3,1,75468,1649,住宅,毛坯,6877,275095
广州,49.5,14.5,1,22,11.27,1.98,7,3,74354,687,住宅,精装,35229,1743392
韶关,52.6,2.0,29,30,1.38,0.01,7,3,100210,1081,住宅,精装,13046,686888
潮州,49.5,6.7,12,21,10.59,2.37,2,4,108580,930,住宅,简装,6798,336754
清远,99.9,6.1,7,10,26.88,0.46,1,2,89480,930,住宅,毛坯,4745,474225
肇庆,101.0,5.2,21,26,9.09,0.68,2,1,130713,897,别墅,简装,19761,1996567
广州,111.7,7.5,26,31,0.48,0.21,1,7,78672,1165,住宅,简装,61776,6898978
清远,88.0,10.8,18,19,15.8,2.06,1,3,88729,160,公寓,毛坯,3550,312320
江门,94.6,2.4,5,30,15.92,1.56,4,1,68673,489,公寓,简装,10534,996498
汕尾,126.7,7.1,25,28,2.6,1.77,3,0,45495,313,住宅,简装,6657,843421
惠州,89.6,4.4,14,23,26.3,0.23,5,3,85035,659,公寓,简装,9240,828387
汕尾,90.9,6.7,9,16,37.69,0.67,2,2,53438,1406,住宅,豪装,3000,272704
云浮,82.6,1.8,13,18,13.46,1.03,5,1,74042,638,公寓,豪装,6113,505033
茂名,68.0,1.4,2,4,7.96,3.31,2,0,90172,544,住宅,简装,6493,441614
汕头,54.0,9.2,12,13,1.45,2.03,1,5,80248,936,住宅,精装,11111,599835
韶关,99.2,8.9,26,29,11.86,8.01,3,3,66936,942,住宅,精装,4303,427140
湛江,48.1,0.3,14,26,25.55,1.71,4,4,107447,1025,公寓,精装,6479,311377
佛山,122.8,26.1,24,29,21.54,1.71,0,2,71909,727,住宅,毛坯,8381,1029191
惠州,86.4,12.8,27,34,9.83,3.29,2,3,103478,417,住宅,毛坯,13019,1124351
